"TIME","GEO","SEX","UNIT","Value","Flag and Footnotes"
"2020W23","AT315","Insgesamt","Anzahl","40","p"
"2020W23","AT315","Männer","Anzahl","20","p"
"2020W23","AT315","Frauen","Anzahl","20","p"
"2020W23","AT321","Insgesamt","Anzahl","2","p"
"2020W23","AT321","Männer","Anzahl","1","p"
"2020W23","AT321","Frauen","Anzahl","1","p"
"2020W23","AT322","Insgesamt","Anzahl","28","p"
"2020W23","AT322","Männer","Anzahl","11","p"
"2020W23","AT322","Frauen","Anzahl","17","p"
"2020W23","AT323","Insgesamt","Anzahl","70","p"
"2020W23","AT323","Männer","Anzahl","31","p"
"2020W23","AT323","Frauen","Anzahl","39","p"
"2020W23","AT331","Insgesamt","Anzahl","4","p"
"2020W23","AT331","Männer","Anzahl","3","p"
"2020W23","AT331","Frauen","Anzahl","1","p"
"2020W23","AT332","Insgesamt","Anzahl","41","p"
"2020W23","AT332","Männer","Anzahl","26","p"
"2020W23","AT332","Frauen","Anzahl","15","p"
"2020W23","AT333","Insgesamt","Anzahl","9","p"
"2020W23","AT333","Männer","Anzahl","4","p"
"2020W23","AT333","Frauen","Anzahl","5","p"
"2020W23","AT334","Insgesamt","Anzahl","12","p"
"2020W23","AT334","Männer","Anzahl","7","p"
"2020W23","AT334","Frauen","Anzahl","5","p"
"2020W23","AT335","Insgesamt","Anzahl","35","p"
"2020W23","AT335","Männer","Anzahl","14","p"
"2020W23","AT335","Frauen","Anzahl","21","p"
"2020W23","AT341","Insgesamt","Anzahl","5","p"
"2020W23","AT341","Männer","Anzahl","2","p"
"2020W23","AT341","Frauen","Anzahl","3","p"
"2020W23","AT342","Insgesamt","Anzahl","51","p"
"2020W23","AT342","Männer","Anzahl","19","p"
"2020W23","AT342","Frauen","Anzahl","32","p"
"2020W24","AT111","Insgesamt","Anzahl","4","p"
"2020W24","AT111","Männer","Anzahl","2","p"
"2020W24","AT111","Frauen","Anzahl","2","p"
"2020W24","AT112","Insgesamt","Anzahl","26","p"
"2020W24","AT112","Männer","Anzahl","15","p"
"2020W24","AT112","Frauen","Anzahl","11","p"
"2020W24","AT113","Insgesamt","Anzahl","24","p"
"2020W24","AT113","Männer","Anzahl","12","p"
"2020W24","AT113","Frauen","Anzahl","12","p"
"2020W24","AT121","Insgesamt","Anzahl","45","p"
"2020W24","AT121","Männer","Anzahl","24","p"
"2020W24","AT121","Frauen","Anzahl","21","p"
"2020W24","AT122","Insgesamt","Anzahl","60","p"
"2020W24","AT122","Männer","Anzahl","28","p"
"2020W24","AT122","Frauen","Anzahl","32","p"
"2020W24","AT123","Insgesamt","Anzahl","32","p"
"2020W24","AT123","Männer","Anzahl","17","p"
"2020W24","AT123","Frauen","Anzahl","15","p"
"2020W24","AT124","Insgesamt","Anzahl","42","p"
"2020W24","AT124","Männer","Anzahl","23","p"
"2020W24","AT124","Frauen","Anzahl","19","p"
"2020W24","AT125","Insgesamt","Anzahl","27","p"
"2020W24","AT125","Männer","Anzahl","11","p"
"2020W24","AT125","Frauen","Anzahl","16","p"
"2020W24","AT126","Insgesamt","Anzahl","58","p"
"2020W24","AT126","Männer","Anzahl","31","p"
"2020W24","AT126","Frauen","Anzahl","27","p"
"2020W24","AT127","Insgesamt","Anzahl","48","p"
"2020W24","AT127","Männer","Anzahl","27","p"
"2020W24","AT127","Frauen","Anzahl","21","p"
"2020W24","AT130","Insgesamt","Anzahl","280","p"
"2020W24","AT130","Männer","Anzahl","115","p"
"2020W24","AT130","Frauen","Anzahl","165","p"
"2020W24","AT211","Insgesamt","Anzahl","53","p"
"2020W24","AT211","Männer","Anzahl","22","p"
"2020W24","AT211","Frauen","Anzahl","31","p"
"2020W24","AT212","Insgesamt","Anzahl","18","p"
"2020W24","AT212","Männer","Anzahl","11","p"
"2020W24","AT212","Frauen","Anzahl","7","p"
"2020W24","AT213","Insgesamt","Anzahl","24","p"
"2020W24","AT213","Männer","Anzahl","17","p"
"2020W24","AT213","Frauen","Anzahl","7","p"
"2020W24","AT221","Insgesamt","Anzahl","56","p"
"2020W24","AT221","Männer","Anzahl","26","p"
"2020W24","AT221","Frauen","Anzahl","30","p"
"2020W24","AT222","Insgesamt","Anzahl","15","p"
"2020W24","AT222","Männer","Anzahl","12","p"
"2020W24","AT222","Frauen","Anzahl","3","p"
"2020W24","AT223","Insgesamt","Anzahl","44","p"
"2020W24","AT223","Männer","Anzahl","19","p"
"2020W24","AT223","Frauen","Anzahl","25","p"
"2020W24","AT224","Insgesamt","Anzahl","51","p"
"2020W24","AT224","Männer","Anzahl","25","p"
"2020W24","AT224","Frauen","Anzahl","26","p"
"2020W24","AT225","Insgesamt","Anzahl","38","p"
"2020W24","AT225","Männer","Anzahl","19","p"
"2020W24","AT225","Frauen","Anzahl","19","p"
"2020W24","AT226","Insgesamt","Anzahl","24","p"
"2020W24","AT226","Männer","Anzahl","10","p"
"2020W24","AT226","Frauen","Anzahl","14","p"
"2020W24","AT311","Insgesamt","Anzahl","39","p"
"2020W24","AT311","Männer","Anzahl","23","p"
"2020W24","AT311","Frauen","Anzahl","16","p"
"2020W24","AT312","Insgesamt","Anzahl","105","p"
"2020W24","AT312","Männer","Anzahl","52","p"
"2020W24","AT312","Frauen","Anzahl","53","p"
"2020W24","AT313","Insgesamt","Anzahl","35","p"
"2020W24","AT313","Männer","Anzahl","18","p"
"2020W24","AT313","Frauen","Anzahl","17","p"
"2020W24","AT314","Insgesamt","Anzahl","30","p"
"2020W24","AT314","Männer","Anzahl","13","p"
"2020W24","AT314","Frauen","Anzahl","17","p"
"2020W24","AT315","Insgesamt","Anzahl","45","p"
"2020W24","AT315","Männer","Anzahl","28","p"
"2020W24","AT315","Frauen","Anzahl","17","p"
"2020W24","AT321","Insgesamt","Anzahl","4","p"
"2020W24","AT321","Männer","Anzahl","2","p"
"2020W24","AT321","Frauen","Anzahl","2","p"
"2020W24","AT322","Insgesamt","Anzahl","25","p"
"2020W24","AT322","Männer","Anzahl","13","p"
"2020W24","AT322","Frauen","Anzahl","12","p"
"2020W24","AT323","Insgesamt","Anzahl","61","p"
"2020W24","AT323","Männer","Anzahl","27","p"
"2020W24","AT323","Frauen","Anzahl","34","p"
"2020W24","AT331","Insgesamt","Anzahl","6","p"
"2020W24","AT331","Männer","Anzahl","1","p"
"2020W24","AT331","Frauen","Anzahl","5","p"
"2020W24","AT332","Insgesamt","Anzahl","34","p"
"2020W24","AT332","Männer","Anzahl","13","p"
"2020W24","AT332","Frauen","Anzahl","21","p"
"2020W24","AT333","Insgesamt","Anzahl","4","p"
"2020W24","AT333","Männer","Anzahl","3","p"
"2020W24","AT333","Frauen","Anzahl","1","p"
"2020W24","AT334","Insgesamt","Anzahl","11","p"
"2020W24","AT334","Männer","Anzahl","4","p"
"2020W24","AT334","Frauen","Anzahl","7","p"
"2020W24","AT335","Insgesamt","Anzahl","36","p"
"2020W24","AT335","Männer","Anzahl","18","p"
"2020W24","AT335","Frauen","Anzahl","18","p"
"2020W24","AT341","Insgesamt","Anzahl","15","p"
"2020W24","AT341","Männer","Anzahl","10","p"
"2020W24","AT341","Frauen","Anzahl","5","p"
"2020W24","AT342","Insgesamt","Anzahl","42","p"
"2020W24","AT342","Männer","Anzahl","18","p"
"2020W24","AT342","Frauen","Anzahl","24","p"
"2020W25","AT111","Insgesamt","Anzahl","10","p"
"2020W25","AT111","Männer","Anzahl","7","p"
"2020W25","AT111","Frauen","Anzahl","3","p"
"2020W25","AT112","Insgesamt","Anzahl","32","p"
"2020W25","AT112","Männer","Anzahl","18","p"
"2020W25","AT112","Frauen","Anzahl","14","p"
"2020W25","AT113","Insgesamt","Anzahl","20","p"
"2020W25","AT113","Männer","Anzahl","9","p"
"2020W25","AT113","Frauen","Anzahl","11","p"
"2020W25","AT121","Insgesamt","Anzahl","32","p"
"2020W25","AT121","Männer","Anzahl","17","p"
"2020W25","AT121","Frauen","Anzahl","15","p"
"2020W25","AT122","Insgesamt","Anzahl","49","p"
"2020W25","AT122","Männer","Anzahl","25","p"
"2020W25","AT122","Frauen","Anzahl","24","p"
"2020W25","AT123","Insgesamt","Anzahl","21","p"
"2020W25","AT123","Männer","Anzahl","11","p"
"2020W25","AT123","Frauen","Anzahl","10","p"
"2020W25","AT124","Insgesamt","Anzahl","40","p"
"2020W25","AT124","Männer","Anzahl","22","p"
"2020W25","AT124","Frauen","Anzahl","18","p"
"2020W25","AT125","Insgesamt","Anzahl","27","p"
"2020W25","AT125","Männer","Anzahl","13","p"
"2020W25","AT125","Frauen","Anzahl","14","p"
"2020W25","AT126","Insgesamt","Anzahl","64","p"
"2020W25","AT126","Männer","Anzahl","26","p"
"2020W25","AT126","Frauen","Anzahl","38","p"
"2020W25","AT127","Insgesamt","Anzahl","55","p"
"2020W25","AT127","Männer","Anzahl","21","p"
"2020W25","AT127","Frauen","Anzahl","34","p"
"2020W25","AT130","Insgesamt","Anzahl","278","p"
"2020W25","AT130","Männer","Anzahl","145","p"
"2020W25","AT130","Frauen","Anzahl","133","p"
"2020W25","AT211","Insgesamt","Anzahl","47","p"
"2020W25","AT211","Männer","Anzahl","20","p"
"2020W25","AT211","Frauen","Anzahl","27","p"
"2020W25","AT212","Insgesamt","Anzahl","22","p"
"2020W25","AT212","Männer","Anzahl","10","p"
"2020W25","AT212","Frauen","Anzahl","12","p"
"2020W25","AT213","Insgesamt","Anzahl","30","p"
"2020W25","AT213","Männer","Anzahl","13","p"
"2020W25","AT213","Frauen","Anzahl","17","p"
"2020W25","AT221","Insgesamt","Anzahl","63","p"
"2020W25","AT221","Männer","Anzahl","34","p"
"2020W25","AT221","Frauen","Anzahl","29","p"
"2020W25","AT222","Insgesamt","Anzahl","17","p"
"2020W25","AT222","Männer","Anzahl","11","p"
"2020W25","AT222","Frauen","Anzahl","6","p"
"2020W25","AT223","Insgesamt","Anzahl","45","p"
"2020W25","AT223","Männer","Anzahl","20","p"
"2020W25","AT223","Frauen","Anzahl","25","p"
"2020W25","AT224","Insgesamt","Anzahl","49","p"
"2020W25","AT224","Männer","Anzahl","28","p"
"2020W25","AT224","Frauen","Anzahl","21","p"
"2020W25","AT225","Insgesamt","Anzahl","38","p"
"2020W25","AT225","Männer","Anzahl","17","p"
"2020W25","AT225","Frauen","Anzahl","21","p"
"2020W25","AT226","Insgesamt","Anzahl","22","p"
"2020W25","AT226","Männer","Anzahl","6","p"
"2020W25","AT226","Frauen","Anzahl","16","p"
"2020W25","AT311","Insgesamt","Anzahl","50","p"
"2020W25","AT311","Männer","Anzahl","24","p"
"2020W25","AT311","Frauen","Anzahl","26","p"
"2020W25","AT312","Insgesamt","Anzahl","83","p"
"2020W25","AT312","Männer","Anzahl","40","p"
"2020W25","AT312","Frauen","Anzahl","43","p"
"2020W25","AT313","Insgesamt","Anzahl","26","p"
"2020W25","AT313","Männer","Anzahl","13","p"
"2020W25","AT313","Frauen","Anzahl","13","p"
"2020W25","AT314","Insgesamt","Anzahl","22","p"
"2020W25","AT314","Männer","Anzahl","15","p"
"2020W25","AT314","Frauen","Anzahl","7","p"
"2020W25","AT315","Insgesamt","Anzahl","42","p"
"2020W25","AT315","Männer","Anzahl","18","p"
"2020W25","AT315","Frauen","Anzahl","24","p"
"2020W25","AT321","Insgesamt","Anzahl","4","p"
"2020W25","AT321","Männer","Anzahl","2","p"
"2020W25","AT321","Frauen","Anzahl","2","p"
"2020W25","AT322","Insgesamt","Anzahl","26","p"
"2020W25","AT322","Männer","Anzahl","16","p"
"2020W25","AT322","Frauen","Anzahl","10","p"
"2020W25","AT323","Insgesamt","Anzahl","48","p"
"2020W25","AT323","Männer","Anzahl","21","p"
"2020W25","AT323","Frauen","Anzahl","27","p"
"2020W25","AT331","Insgesamt","Anzahl","4","p"
"2020W25","AT331","Männer","Anzahl","3","p"
"2020W25","AT331","Frauen","Anzahl","1","p"
"2020W25","AT332","Insgesamt","Anzahl","45","p"
"2020W25","AT332","Männer","Anzahl","23","p"
"2020W25","AT332","Frauen","Anzahl","22","p"
"2020W25","AT333","Insgesamt","Anzahl","4","p"
"2020W25","AT333","Männer","Anzahl","1","p"
"2020W25","AT333","Frauen","Anzahl","3","p"
"2020W25","AT334","Insgesamt","Anzahl","14","p"
"2020W25","AT334","Männer","Anzahl","4","p"
"2020W25","AT334","Frauen","Anzahl","10","p"
"2020W25","AT335","Insgesamt","Anzahl","33","p"
"2020W25","AT335","Männer","Anzahl","18","p"
"2020W25","AT335","Frauen","Anzahl","15","p"
"2020W25","AT341","Insgesamt","Anzahl","9","p"
"2020W25","AT341","Männer","Anzahl","6","p"
"2020W25","AT341","Frauen","Anzahl","3","p"
"2020W25","AT342","Insgesamt","Anzahl","42","p"
"2020W25","AT342","Männer","Anzahl","17","p"
"2020W25","AT342","Frauen","Anzahl","25","p"
"2020W26","AT111","Insgesamt","Anzahl","7","p"
"2020W26","AT111","Männer","Anzahl","4","p"
"2020W26","AT111","Frauen","Anzahl","3","p"
"2020W26","AT112","Insgesamt","Anzahl","12","p"
"2020W26","AT112","Männer","Anzahl","5","p"
"2020W26","AT112","Frauen","Anzahl","7","p"
"2020W26","AT113","Insgesamt","Anzahl","21","p"
"2020W26","AT113","Männer","Anzahl","5","p"
"2020W26","AT113","Frauen","Anzahl","16","p"
"2020W26","AT121","Insgesamt","Anzahl","40","p"
"2020W26","AT121","Männer","Anzahl","23","p"
"2020W26","AT121","Frauen","Anzahl","17","p"
"2020W26","AT122","Insgesamt","Anzahl","46","p"
"2020W26","AT122","Männer","Anzahl","19","p"
"2020W26","AT122","Frauen","Anzahl","27","p"
"2020W26","AT123","Insgesamt","Anzahl","32","p"
"2020W26","AT123","Männer","Anzahl","17","p"
"2020W26","AT123","Frauen","Anzahl","15","p"
"2020W26","AT124","Insgesamt","Anzahl","45","p"
"2020W26","AT124","Männer","Anzahl","23","p"
"2020W26","AT124","Frauen","Anzahl","22","p"
"2020W26","AT125","Insgesamt","Anzahl","25","p"
"2020W26","AT125","Männer","Anzahl","11","p"
"2020W26","AT125","Frauen","Anzahl","14","p"
"2020W26","AT126","Insgesamt","Anzahl","41","p"
"2020W26","AT126","Männer","Anzahl","25","p"
"2020W26","AT126","Frauen","Anzahl","16","p"
"2020W26","AT127","Insgesamt","Anzahl","64","p"
"2020W26","AT127","Männer","Anzahl","31","p"
"2020W26","AT127","Frauen","Anzahl","33","p"
"2020W26","AT130","Insgesamt","Anzahl","323","p"
"2020W26","AT130","Männer","Anzahl","153","p"
"2020W26","AT130","Frauen","Anzahl","170","p"
"2020W26","AT211","Insgesamt","Anzahl","59","p"
"2020W26","AT211","Männer","Anzahl","29","p"
"2020W26","AT211","Frauen","Anzahl","30","p"
"2020W26","AT212","Insgesamt","Anzahl","23","p"
"2020W26","AT212","Männer","Anzahl","8","p"
"2020W26","AT212","Frauen","Anzahl","15","p"
"2020W26","AT213","Insgesamt","Anzahl","23","p"
"2020W26","AT213","Männer","Anzahl","14","p"
"2020W26","AT213","Frauen","Anzahl","9","p"
"2020W26","AT221","Insgesamt","Anzahl","55","p"
"2020W26","AT221","Männer","Anzahl","29","p"
"2020W26","AT221","Frauen","Anzahl","26","p"
"2020W26","AT222","Insgesamt","Anzahl","17","p"
"2020W26","AT222","Männer","Anzahl","10","p"
"2020W26","AT222","Frauen","Anzahl","7","p"
"2020W26","AT223","Insgesamt","Anzahl","39","p"
"2020W26","AT223","Männer","Anzahl","23","p"
"2020W26","AT223","Frauen","Anzahl","16","p"
"2020W26","AT224","Insgesamt","Anzahl","35","p"
"2020W26","AT224","Männer","Anzahl","19","p"
"2020W26","AT224","Frauen","Anzahl","16","p"
"2020W26","AT225","Insgesamt","Anzahl","42","p"
"2020W26","AT225","Männer","Anzahl","23","p"
"2020W26","AT225","Frauen","Anzahl","19","p"
"2020W26","AT226","Insgesamt","Anzahl","21","p"
"2020W26","AT226","Männer","Anzahl","8","p"
"2020W26","AT226","Frauen","Anzahl","13","p"
"2020W26","AT311","Insgesamt","Anzahl","47","p"
"2020W26","AT311","Männer","Anzahl","21","p"
"2020W26","AT311","Frauen","Anzahl","26","p"
"2020W26","AT312","Insgesamt","Anzahl","95","p"
"2020W26","AT312","Männer","Anzahl","47","p"
"2020W26","AT312","Frauen","Anzahl","48","p"
"2020W26","AT313","Insgesamt","Anzahl","27","p"
"2020W26","AT313","Männer","Anzahl","9","p"
"2020W26","AT313","Frauen","Anzahl","18","p"
"2020W26","AT314","Insgesamt","Anzahl","29","p"
"2020W26","AT314","Männer","Anzahl","17","p"
"2020W26","AT314","Frauen","Anzahl","12","p"
"2020W26","AT315","Insgesamt","Anzahl","41","p"
"2020W26","AT315","Männer","Anzahl","16","p"
"2020W26","AT315","Frauen","Anzahl","25","p"
"2020W26","AT321","Insgesamt","Anzahl","3","p"
"2020W26","AT321","Männer","Anzahl","2","p"
"2020W26","AT321","Frauen","Anzahl","1","p"
"2020W26","AT322","Insgesamt","Anzahl","24","p"
"2020W26","AT322","Männer","Anzahl","11","p"
"2020W26","AT322","Frauen","Anzahl","13","p"
"2020W26","AT323","Insgesamt","Anzahl","47","p"
"2020W26","AT323","Männer","Anzahl","23","p"
"2020W26","AT323","Frauen","Anzahl","24","p"
"2020W26","AT331","Insgesamt","Anzahl","1","p"
"2020W26","AT331","Männer","Anzahl","1","p"
"2020W26","AT331","Frauen","Anzahl","0","p"
"2020W26","AT332","Insgesamt","Anzahl","39","p"
"2020W26","AT332","Männer","Anzahl","19","p"
"2020W26","AT332","Frauen","Anzahl","20","p"
"2020W26","AT333","Insgesamt","Anzahl","10","p"
"2020W26","AT333","Männer","Anzahl","3","p"
"2020W26","AT333","Frauen","Anzahl","7","p"
"2020W26","AT334","Insgesamt","Anzahl","17","p"
"2020W26","AT334","Männer","Anzahl","8","p"
"2020W26","AT334","Frauen","Anzahl","9","p"
"2020W26","AT335","Insgesamt","Anzahl","35","p"
"2020W26","AT335","Männer","Anzahl","20","p"
"2020W26","AT335","Frauen","Anzahl","15","p"
"2020W26","AT341","Insgesamt","Anzahl","14","p"
"2020W26","AT341","Männer","Anzahl","6","p"
"2020W26","AT341","Frauen","Anzahl","8","p"
"2020W26","AT342","Insgesamt","Anzahl","38","p"
"2020W26","AT342","Männer","Anzahl","19","p"
"2020W26","AT342","Frauen","Anzahl","19","p"
"2020W27","AT111","Insgesamt","Anzahl","11","p"
"2020W27","AT111","Männer","Anzahl","6","p"
"2020W27","AT111","Frauen","Anzahl","5","p"
"2020W27","AT112","Insgesamt","Anzahl","33","p"
"2020W27","AT112","Männer","Anzahl","15","p"
"2020W27","AT112","Frauen","Anzahl","18","p"
"2020W27","AT113","Insgesamt","Anzahl","18","p"
"2020W27","AT113","Männer","Anzahl","7","p"
"2020W27","AT113","Frauen","Anzahl","11","p"
"2020W27","AT121","Insgesamt","Anzahl","33","p"
"2020W27","AT121","Männer","Anzahl","20","p"
"2020W27","AT121","Frauen","Anzahl","13","p"
"2020W27","AT122","Insgesamt","Anzahl","59","p"
"2020W27","AT122","Männer","Anzahl","31","p"
"2020W27","AT122","Frauen","Anzahl","28","p"
"2020W27","AT123","Insgesamt","Anzahl","29","p"
"2020W27","AT123","Männer","Anzahl","19","p"
"2020W27","AT123","Frauen","Anzahl","10","p"
"2020W27","AT124","Insgesamt","Anzahl","48","p"
"2020W27","AT124","Männer","Anzahl","25","p"
"2020W27","AT124","Frauen","Anzahl","23","p"
"2020W27","AT125","Insgesamt","Anzahl","26","p"
"2020W27","AT125","Männer","Anzahl","13","p"
"2020W27","AT125","Frauen","Anzahl","13","p"
"2020W27","AT126","Insgesamt","Anzahl","62","p"
"2020W27","AT126","Männer","Anzahl","32","p"
"2020W27","AT126","Frauen","Anzahl","30","p"
"2020W27","AT127","Insgesamt","Anzahl","72","p"
"2020W27","AT127","Männer","Anzahl","43","p"
"2020W27","AT127","Frauen","Anzahl","29","p"
"2020W27","AT130","Insgesamt","Anzahl","325","p"
"2020W27","AT130","Männer","Anzahl","151","p"
"2020W27","AT130","Frauen","Anzahl","174","p"
"2020W27","AT211","Insgesamt","Anzahl","71","p"
"2020W27","AT211","Männer","Anzahl","33","p"
"2020W27","AT211","Frauen","Anzahl","38","p"
"2020W27","AT212","Insgesamt","Anzahl","28","p"
"2020W27","AT212","Männer","Anzahl","12","p"
"2020W27","AT212","Frauen","Anzahl","16","p"
"2020W27","AT213","Insgesamt","Anzahl","28","p"
"2020W27","AT213","Männer","Anzahl","13","p"
"2020W27","AT213","Frauen","Anzahl","15","p"
"2020W27","AT221","Insgesamt","Anzahl","71","p"
"2020W27","AT221","Männer","Anzahl","37","p"
"2020W27","AT221","Frauen","Anzahl","34","p"
"2020W27","AT222","Insgesamt","Anzahl","13","p"
"2020W27","AT222","Männer","Anzahl","8","p"
"2020W27","AT222","Frauen","Anzahl","5","p"
"2020W27","AT223","Insgesamt","Anzahl","31","p"
"2020W27","AT223","Männer","Anzahl","13","p"
"2020W27","AT223","Frauen","Anzahl","18","p"
"2020W27","AT224","Insgesamt","Anzahl","42","p"
"2020W27","AT224","Männer","Anzahl","24","p"
"2020W27","AT224","Frauen","Anzahl","18","p"
"2020W27","AT225","Insgesamt","Anzahl","27","p"
"2020W27","AT225","Männer","Anzahl","18","p"
"2020W27","AT225","Frauen","Anzahl","9","p"
"2020W27","AT226","Insgesamt","Anzahl","15","p"
"2020W27","AT226","Männer","Anzahl","11","p"
"2020W27","AT226","Frauen","Anzahl","4","p"
"2020W27","AT311","Insgesamt","Anzahl","51","p"
"2020W27","AT311","Männer","Anzahl","25","p"
"2020W27","AT311","Frauen","Anzahl","26","p"
"2020W27","AT312","Insgesamt","Anzahl","96","p"
"2020W27","AT312","Männer","Anzahl","56","p"
"2020W27","AT312","Frauen","Anzahl","40","p"
"2020W27","AT313","Insgesamt","Anzahl","37","p"
"2020W27","AT313","Männer","Anzahl","14","p"
"2020W27","AT313","Frauen","Anzahl","23","p"
"2020W27","AT314","Insgesamt","Anzahl","29","p"
"2020W27","AT314","Männer","Anzahl","15","p"
"2020W27","AT314","Frauen","Anzahl","14","p"
"2020W27","AT315","Insgesamt","Anzahl","48","p"
"2020W27","AT315","Männer","Anzahl","31","p"
"2020W27","AT315","Frauen","Anzahl","17","p"
"2020W27","AT321","Insgesamt","Anzahl","3","p"
"2020W27","AT321","Männer","Anzahl","2","p"
"2020W27","AT321","Frauen","Anzahl","1","p"
"2020W27","AT322","Insgesamt","Anzahl","23","p"
"2020W27","AT322","Männer","Anzahl","13","p"
"2020W27","AT322","Frauen","Anzahl","10","p"
"2020W27","AT323","Insgesamt","Anzahl","48","p"
"2020W27","AT323","Männer","Anzahl","26","p"
"2020W27","AT323","Frauen","Anzahl","22","p"
"2020W27","AT331","Insgesamt","Anzahl","1","p"
"2020W27","AT331","Männer","Anzahl","1","p"
"2020W27","AT331","Frauen","Anzahl","0","p"
"2020W27","AT332","Insgesamt","Anzahl","57","p"
"2020W27","AT332","Männer","Anzahl","31","p"
"2020W27","AT332","Frauen","Anzahl","26","p"
"2020W27","AT333","Insgesamt","Anzahl","5","p"
"2020W27","AT333","Männer","Anzahl","2","p"
"2020W27","AT333","Frauen","Anzahl","3","p"
"2020W27","AT334","Insgesamt","Anzahl","9","p"
"2020W27","AT334","Männer","Anzahl","4","p"
"2020W27","AT334","Frauen","Anzahl","5","p"
"2020W27","AT335","Insgesamt","Anzahl","39","p"
"2020W27","AT335","Männer","Anzahl","25","p"
"2020W27","AT335","Frauen","Anzahl","14","p"
"2020W27","AT341","Insgesamt","Anzahl","14","p"
"2020W27","AT341","Männer","Anzahl","8","p"
"2020W27","AT341","Frauen","Anzahl","6","p"
"2020W27","AT342","Insgesamt","Anzahl","59","p"
"2020W27","AT342","Männer","Anzahl","23","p"
"2020W27","AT342","Frauen","Anzahl","36","p"
"2020W28","AT111","Insgesamt","Anzahl","8","p"
"2020W28","AT111","Männer","Anzahl","3","p"
"2020W28","AT111","Frauen","Anzahl","5","p"
"2020W28","AT112","Insgesamt","Anzahl","23","p"
"2020W28","AT112","Männer","Anzahl","10","p"
"2020W28","AT112","Frauen","Anzahl","13","p"
"2020W28","AT113","Insgesamt","Anzahl","20","p"
"2020W28","AT113","Männer","Anzahl","8","p"
"2020W28","AT113","Frauen","Anzahl","12","p"
"2020W28","AT121","Insgesamt","Anzahl","47","p"
"2020W28","AT121","Männer","Anzahl","27","p"
"2020W28","AT121","Frauen","Anzahl","20","p"
"2020W28","AT122","Insgesamt","Anzahl","54","p"
"2020W28","AT122","Männer","Anzahl","28","p"
"2020W28","AT122","Frauen","Anzahl","26","p"
"2020W28","AT123","Insgesamt","Anzahl","24","p"
"2020W28","AT123","Männer","Anzahl","11","p"
"2020W28","AT123","Frauen","Anzahl","13","p"
"2020W28","AT124","Insgesamt","Anzahl","42","p"
"2020W28","AT124","Männer","Anzahl","21","p"
"2020W28","AT124","Frauen","Anzahl","21","p"
"2020W28","AT125","Insgesamt","Anzahl","37","p"
"2020W28","AT125","Männer","Anzahl","19","p"
"2020W28","AT125","Frauen","Anzahl","18","p"
"2020W28","AT126","Insgesamt","Anzahl","47","p"
"2020W28","AT126","Männer","Anzahl","17","p"
"2020W28","AT126","Frauen","Anzahl","30","p"
"2020W28","AT127","Insgesamt","Anzahl","60","p"
"2020W28","AT127","Männer","Anzahl","32","p"
"2020W28","AT127","Frauen","Anzahl","28","p"
"2020W28","AT130","Insgesamt","Anzahl","269","p"
"2020W28","AT130","Männer","Anzahl","120","p"
"2020W28","AT130","Frauen","Anzahl","149","p"
"2020W28","AT211","Insgesamt","Anzahl","39","p"
"2020W28","AT211","Männer","Anzahl","20","p"
"2020W28","AT211","Frauen","Anzahl","19","p"
"2020W28","AT212","Insgesamt","Anzahl","18","p"
"2020W28","AT212","Männer","Anzahl","8","p"
"2020W28","AT212","Frauen","Anzahl","10","p"
"2020W28","AT213","Insgesamt","Anzahl","32","p"
"2020W28","AT213","Männer","Anzahl","19","p"
"2020W28","AT213","Frauen","Anzahl","13","p"
"2020W28","AT221","Insgesamt","Anzahl","65","p"
"2020W28","AT221","Männer","Anzahl","34","p"
"2020W28","AT221","Frauen","Anzahl","31","p"
"2020W28","AT222","Insgesamt","Anzahl","21","p"
"2020W28","AT222","Männer","Anzahl","11","p"
"2020W28","AT222","Frauen","Anzahl","10","p"
"2020W28","AT223","Insgesamt","Anzahl","37","p"
"2020W28","AT223","Männer","Anzahl","18","p"
"2020W28","AT223","Frauen","Anzahl","19","p"
"2020W28","AT224","Insgesamt","Anzahl","36","p"
"2020W28","AT224","Männer","Anzahl","15","p"
"2020W28","AT224","Frauen","Anzahl","21","p"
"2020W28","AT225","Insgesamt","Anzahl","37","p"
"2020W28","AT225","Männer","Anzahl","22","p"
"2020W28","AT225","Frauen","Anzahl","15","p"
"2020W28","AT226","Insgesamt","Anzahl","13","p"
"2020W28","AT226","Männer","Anzahl","6","p"
"2020W28","AT226","Frauen","Anzahl","7","p"
"2020W28","AT311","Insgesamt","Anzahl","34","p"
"2020W28","AT311","Männer","Anzahl","19","p"
"2020W28","AT311","Frauen","Anzahl","15","p"
"2020W28","AT312","Insgesamt","Anzahl","80","p"
"2020W28","AT312","Männer","Anzahl","40","p"
"2020W28","AT312","Frauen","Anzahl","40","p"
"2020W28","AT313","Insgesamt","Anzahl","28","p"
"2020W28","AT313","Männer","Anzahl","7","p"
"2020W28","AT313","Frauen","Anzahl","21","p"
"2020W28","AT314","Insgesamt","Anzahl","28","p"
"2020W28","AT314","Männer","Anzahl","10","p"
"2020W28","AT314","Frauen","Anzahl","18","p"
"2020W28","AT315","Insgesamt","Anzahl","42","p"
"2020W28","AT315","Männer","Anzahl","19","p"
"2020W28","AT315","Frauen","Anzahl","23","p"
"2020W28","AT321","Insgesamt","Anzahl","6","p"
"2020W28","AT321","Männer","Anzahl","4","p"
