"TIME","GEO","SEX","UNIT","Value","Flag and Footnotes"
"2020W12","AT314","Insgesamt","Anzahl","37","p"
"2020W12","AT314","Männer","Anzahl","16","p"
"2020W12","AT314","Frauen","Anzahl","21","p"
"2020W12","AT315","Insgesamt","Anzahl","55","p"
"2020W12","AT315","Männer","Anzahl","24","p"
"2020W12","AT315","Frauen","Anzahl","31","p"
"2020W12","AT321","Insgesamt","Anzahl","4","p"
"2020W12","AT321","Männer","Anzahl","2","p"
"2020W12","AT321","Frauen","Anzahl","2","p"
"2020W12","AT322","Insgesamt","Anzahl","30","p"
"2020W12","AT322","Männer","Anzahl","12","p"
"2020W12","AT322","Frauen","Anzahl","18","p"
"2020W12","AT323","Insgesamt","Anzahl","63","p"
"2020W12","AT323","Männer","Anzahl","39","p"
"2020W12","AT323","Frauen","Anzahl","24","p"
"2020W12","AT331","Insgesamt","Anzahl","4","p"
"2020W12","AT331","Männer","Anzahl","2","p"
"2020W12","AT331","Frauen","Anzahl","2","p"
"2020W12","AT332","Insgesamt","Anzahl","54","p"
"2020W12","AT332","Männer","Anzahl","28","p"
"2020W12","AT332","Frauen","Anzahl","26","p"
"2020W12","AT333","Insgesamt","Anzahl","10","p"
"2020W12","AT333","Männer","Anzahl","5","p"
"2020W12","AT333","Frauen","Anzahl","5","p"
"2020W12","AT334","Insgesamt","Anzahl","27","p"
"2020W12","AT334","Männer","Anzahl","14","p"
"2020W12","AT334","Frauen","Anzahl","13","p"
"2020W12","AT335","Insgesamt","Anzahl","42","p"
"2020W12","AT335","Männer","Anzahl","22","p"
"2020W12","AT335","Frauen","Anzahl","20","p"
"2020W12","AT341","Insgesamt","Anzahl","21","p"
"2020W12","AT341","Männer","Anzahl","12","p"
"2020W12","AT341","Frauen","Anzahl","9","p"
"2020W12","AT342","Insgesamt","Anzahl","53","p"
"2020W12","AT342","Männer","Anzahl","32","p"
"2020W12","AT342","Frauen","Anzahl","21","p"
"2020W13","AT111","Insgesamt","Anzahl","12","p"
"2020W13","AT111","Männer","Anzahl","5","p"
"2020W13","AT111","Frauen","Anzahl","7","p"
"2020W13","AT112","Insgesamt","Anzahl","35","p"
"2020W13","AT112","Männer","Anzahl","10","p"
"2020W13","AT112","Frauen","Anzahl","25","p"
"2020W13","AT113","Insgesamt","Anzahl","28","p"
"2020W13","AT113","Männer","Anzahl","14","p"
"2020W13","AT113","Frauen","Anzahl","14","p"
"2020W13","AT121","Insgesamt","Anzahl","48","p"
"2020W13","AT121","Männer","Anzahl","26","p"
"2020W13","AT121","Frauen","Anzahl","22","p"
"2020W13","AT122","Insgesamt","Anzahl","53","p"
"2020W13","AT122","Männer","Anzahl","26","p"
"2020W13","AT122","Frauen","Anzahl","27","p"
"2020W13","AT123","Insgesamt","Anzahl","31","p"
"2020W13","AT123","Männer","Anzahl","15","p"
"2020W13","AT123","Frauen","Anzahl","16","p"
"2020W13","AT124","Insgesamt","Anzahl","56","p"
"2020W13","AT124","Männer","Anzahl","32","p"
"2020W13","AT124","Frauen","Anzahl","24","p"
"2020W13","AT125","Insgesamt","Anzahl","36","p"
"2020W13","AT125","Männer","Anzahl","16","p"
"2020W13","AT125","Frauen","Anzahl","20","p"
"2020W13","AT126","Insgesamt","Anzahl","56","p"
"2020W13","AT126","Männer","Anzahl","30","p"
"2020W13","AT126","Frauen","Anzahl","26","p"
"2020W13","AT127","Insgesamt","Anzahl","66","p"
"2020W13","AT127","Männer","Anzahl","41","p"
"2020W13","AT127","Frauen","Anzahl","25","p"
"2020W13","AT130","Insgesamt","Anzahl","376","p"
"2020W13","AT130","Männer","Anzahl","180","p"
"2020W13","AT130","Frauen","Anzahl","196","p"
"2020W13","AT211","Insgesamt","Anzahl","54","p"
"2020W13","AT211","Männer","Anzahl","26","p"
"2020W13","AT211","Frauen","Anzahl","28","p"
"2020W13","AT212","Insgesamt","Anzahl","22","p"
"2020W13","AT212","Männer","Anzahl","7","p"
"2020W13","AT212","Frauen","Anzahl","15","p"
"2020W13","AT213","Insgesamt","Anzahl","48","p"
"2020W13","AT213","Männer","Anzahl","19","p"
"2020W13","AT213","Frauen","Anzahl","29","p"
"2020W13","AT221","Insgesamt","Anzahl","89","p"
"2020W13","AT221","Männer","Anzahl","49","p"
"2020W13","AT221","Frauen","Anzahl","40","p"
"2020W13","AT222","Insgesamt","Anzahl","25","p"
"2020W13","AT222","Männer","Anzahl","12","p"
"2020W13","AT222","Frauen","Anzahl","13","p"
"2020W13","AT223","Insgesamt","Anzahl","34","p"
"2020W13","AT223","Männer","Anzahl","16","p"
"2020W13","AT223","Frauen","Anzahl","18","p"
"2020W13","AT224","Insgesamt","Anzahl","64","p"
"2020W13","AT224","Männer","Anzahl","25","p"
"2020W13","AT224","Frauen","Anzahl","39","p"
"2020W13","AT225","Insgesamt","Anzahl","43","p"
"2020W13","AT225","Männer","Anzahl","24","p"
"2020W13","AT225","Frauen","Anzahl","19","p"
"2020W13","AT226","Insgesamt","Anzahl","16","p"
"2020W13","AT226","Männer","Anzahl","8","p"
"2020W13","AT226","Frauen","Anzahl","8","p"
"2020W13","AT311","Insgesamt","Anzahl","47","p"
"2020W13","AT311","Männer","Anzahl","21","p"
"2020W13","AT311","Frauen","Anzahl","26","p"
"2020W13","AT312","Insgesamt","Anzahl","106","p"
"2020W13","AT312","Männer","Anzahl","59","p"
"2020W13","AT312","Frauen","Anzahl","47","p"
"2020W13","AT313","Insgesamt","Anzahl","36","p"
"2020W13","AT313","Männer","Anzahl","20","p"
"2020W13","AT313","Frauen","Anzahl","16","p"
"2020W13","AT314","Insgesamt","Anzahl","38","p"
"2020W13","AT314","Männer","Anzahl","17","p"
"2020W13","AT314","Frauen","Anzahl","21","p"
"2020W13","AT315","Insgesamt","Anzahl","42","p"
"2020W13","AT315","Männer","Anzahl","23","p"
"2020W13","AT315","Frauen","Anzahl","19","p"
"2020W13","AT321","Insgesamt","Anzahl","4","p"
"2020W13","AT321","Männer","Anzahl","2","p"
"2020W13","AT321","Frauen","Anzahl","2","p"
"2020W13","AT322","Insgesamt","Anzahl","25","p"
"2020W13","AT322","Männer","Anzahl","9","p"
"2020W13","AT322","Frauen","Anzahl","16","p"
"2020W13","AT323","Insgesamt","Anzahl","60","p"
"2020W13","AT323","Männer","Anzahl","31","p"
"2020W13","AT323","Frauen","Anzahl","29","p"
"2020W13","AT331","Insgesamt","Anzahl","8","p"
"2020W13","AT331","Männer","Anzahl","2","p"
"2020W13","AT331","Frauen","Anzahl","6","p"
"2020W13","AT332","Insgesamt","Anzahl","48","p"
"2020W13","AT332","Männer","Anzahl","22","p"
"2020W13","AT332","Frauen","Anzahl","26","p"
"2020W13","AT333","Insgesamt","Anzahl","9","p"
"2020W13","AT333","Männer","Anzahl","6","p"
"2020W13","AT333","Frauen","Anzahl","3","p"
"2020W13","AT334","Insgesamt","Anzahl","28","p"
"2020W13","AT334","Männer","Anzahl","15","p"
"2020W13","AT334","Frauen","Anzahl","13","p"
"2020W13","AT335","Insgesamt","Anzahl","64","p"
"2020W13","AT335","Männer","Anzahl","35","p"
"2020W13","AT335","Frauen","Anzahl","29","p"
"2020W13","AT341","Insgesamt","Anzahl","9","p"
"2020W13","AT341","Männer","Anzahl","3","p"
"2020W13","AT341","Frauen","Anzahl","6","p"
"2020W13","AT342","Insgesamt","Anzahl","49","p"
"2020W13","AT342","Männer","Anzahl","21","p"
"2020W13","AT342","Frauen","Anzahl","28","p"
"2020W14","AT111","Insgesamt","Anzahl","13","p"
"2020W14","AT111","Männer","Anzahl","6","p"
"2020W14","AT111","Frauen","Anzahl","7","p"
"2020W14","AT112","Insgesamt","Anzahl","34","p"
"2020W14","AT112","Männer","Anzahl","12","p"
"2020W14","AT112","Frauen","Anzahl","22","p"
"2020W14","AT113","Insgesamt","Anzahl","31","p"
"2020W14","AT113","Männer","Anzahl","15","p"
"2020W14","AT113","Frauen","Anzahl","16","p"
"2020W14","AT121","Insgesamt","Anzahl","52","p"
"2020W14","AT121","Männer","Anzahl","25","p"
"2020W14","AT121","Frauen","Anzahl","27","p"
"2020W14","AT122","Insgesamt","Anzahl","50","p"
"2020W14","AT122","Männer","Anzahl","22","p"
"2020W14","AT122","Frauen","Anzahl","28","p"
"2020W14","AT123","Insgesamt","Anzahl","23","p"
"2020W14","AT123","Männer","Anzahl","13","p"
"2020W14","AT123","Frauen","Anzahl","10","p"
"2020W14","AT124","Insgesamt","Anzahl","61","p"
"2020W14","AT124","Männer","Anzahl","35","p"
"2020W14","AT124","Frauen","Anzahl","26","p"
"2020W14","AT125","Insgesamt","Anzahl","33","p"
"2020W14","AT125","Männer","Anzahl","20","p"
"2020W14","AT125","Frauen","Anzahl","13","p"
"2020W14","AT126","Insgesamt","Anzahl","74","p"
"2020W14","AT126","Männer","Anzahl","36","p"
"2020W14","AT126","Frauen","Anzahl","38","p"
"2020W14","AT127","Insgesamt","Anzahl","76","p"
"2020W14","AT127","Männer","Anzahl","35","p"
"2020W14","AT127","Frauen","Anzahl","41","p"
"2020W14","AT130","Insgesamt","Anzahl","325","p"
"2020W14","AT130","Männer","Anzahl","166","p"
"2020W14","AT130","Frauen","Anzahl","159","p"
"2020W14","AT211","Insgesamt","Anzahl","65","p"
"2020W14","AT211","Männer","Anzahl","32","p"
"2020W14","AT211","Frauen","Anzahl","33","p"
"2020W14","AT212","Insgesamt","Anzahl","32","p"
"2020W14","AT212","Männer","Anzahl","15","p"
"2020W14","AT212","Frauen","Anzahl","17","p"
"2020W14","AT213","Insgesamt","Anzahl","50","p"
"2020W14","AT213","Männer","Anzahl","22","p"
"2020W14","AT213","Frauen","Anzahl","28","p"
"2020W14","AT221","Insgesamt","Anzahl","88","p"
"2020W14","AT221","Männer","Anzahl","46","p"
"2020W14","AT221","Frauen","Anzahl","42","p"
"2020W14","AT222","Insgesamt","Anzahl","24","p"
"2020W14","AT222","Männer","Anzahl","13","p"
"2020W14","AT222","Frauen","Anzahl","11","p"
"2020W14","AT223","Insgesamt","Anzahl","51","p"
"2020W14","AT223","Männer","Anzahl","20","p"
"2020W14","AT223","Frauen","Anzahl","31","p"
"2020W14","AT224","Insgesamt","Anzahl","63","p"
"2020W14","AT224","Männer","Anzahl","30","p"
"2020W14","AT224","Frauen","Anzahl","33","p"
"2020W14","AT225","Insgesamt","Anzahl","46","p"
"2020W14","AT225","Männer","Anzahl","23","p"
"2020W14","AT225","Frauen","Anzahl","23","p"
"2020W14","AT226","Insgesamt","Anzahl","23","p"
"2020W14","AT226","Männer","Anzahl","7","p"
"2020W14","AT226","Frauen","Anzahl","16","p"
"2020W14","AT311","Insgesamt","Anzahl","61","p"
"2020W14","AT311","Männer","Anzahl","31","p"
"2020W14","AT311","Frauen","Anzahl","30","p"
"2020W14","AT312","Insgesamt","Anzahl","103","p"
"2020W14","AT312","Männer","Anzahl","54","p"
"2020W14","AT312","Frauen","Anzahl","49","p"
"2020W14","AT313","Insgesamt","Anzahl","41","p"
"2020W14","AT313","Männer","Anzahl","22","p"
"2020W14","AT313","Frauen","Anzahl","19","p"
"2020W14","AT314","Insgesamt","Anzahl","35","p"
"2020W14","AT314","Männer","Anzahl","15","p"
"2020W14","AT314","Frauen","Anzahl","20","p"
"2020W14","AT315","Insgesamt","Anzahl","50","p"
"2020W14","AT315","Männer","Anzahl","27","p"
"2020W14","AT315","Frauen","Anzahl","23","p"
"2020W14","AT321","Insgesamt","Anzahl","3","p"
"2020W14","AT321","Männer","Anzahl","0","p"
"2020W14","AT321","Frauen","Anzahl","3","p"
"2020W14","AT322","Insgesamt","Anzahl","32","p"
"2020W14","AT322","Männer","Anzahl","15","p"
"2020W14","AT322","Frauen","Anzahl","17","p"
"2020W14","AT323","Insgesamt","Anzahl","57","p"
"2020W14","AT323","Männer","Anzahl","25","p"
"2020W14","AT323","Frauen","Anzahl","32","p"
"2020W14","AT331","Insgesamt","Anzahl","7","p"
"2020W14","AT331","Männer","Anzahl","4","p"
"2020W14","AT331","Frauen","Anzahl","3","p"
"2020W14","AT332","Insgesamt","Anzahl","56","p"
"2020W14","AT332","Männer","Anzahl","30","p"
"2020W14","AT332","Frauen","Anzahl","26","p"
"2020W14","AT333","Insgesamt","Anzahl","5","p"
"2020W14","AT333","Männer","Anzahl","3","p"
"2020W14","AT333","Frauen","Anzahl","2","p"
"2020W14","AT334","Insgesamt","Anzahl","24","p"
"2020W14","AT334","Männer","Anzahl","15","p"
"2020W14","AT334","Frauen","Anzahl","9","p"
"2020W14","AT335","Insgesamt","Anzahl","63","p"
"2020W14","AT335","Männer","Anzahl","30","p"
"2020W14","AT335","Frauen","Anzahl","33","p"
"2020W14","AT341","Insgesamt","Anzahl","22","p"
"2020W14","AT341","Männer","Anzahl","10","p"
"2020W14","AT341","Frauen","Anzahl","12","p"
"2020W14","AT342","Insgesamt","Anzahl","55","p"
"2020W14","AT342","Männer","Anzahl","30","p"
"2020W14","AT342","Frauen","Anzahl","25","p"
"2020W15","AT111","Insgesamt","Anzahl","6","p"
"2020W15","AT111","Männer","Anzahl","4","p"
"2020W15","AT111","Frauen","Anzahl","2","p"
"2020W15","AT112","Insgesamt","Anzahl","37","p"
"2020W15","AT112","Männer","Anzahl","21","p"
"2020W15","AT112","Frauen","Anzahl","16","p"
"2020W15","AT113","Insgesamt","Anzahl","25","p"
"2020W15","AT113","Männer","Anzahl","14","p"
"2020W15","AT113","Frauen","Anzahl","11","p"
"2020W15","AT121","Insgesamt","Anzahl","49","p"
"2020W15","AT121","Männer","Anzahl","26","p"
"2020W15","AT121","Frauen","Anzahl","23","p"
"2020W15","AT122","Insgesamt","Anzahl","65","p"
"2020W15","AT122","Männer","Anzahl","33","p"
"2020W15","AT122","Frauen","Anzahl","32","p"
"2020W15","AT123","Insgesamt","Anzahl","30","p"
"2020W15","AT123","Männer","Anzahl","18","p"
"2020W15","AT123","Frauen","Anzahl","12","p"
"2020W15","AT124","Insgesamt","Anzahl","63","p"
"2020W15","AT124","Männer","Anzahl","34","p"
"2020W15","AT124","Frauen","Anzahl","29","p"
"2020W15","AT125","Insgesamt","Anzahl","36","p"
"2020W15","AT125","Männer","Anzahl","18","p"
"2020W15","AT125","Frauen","Anzahl","18","p"
"2020W15","AT126","Insgesamt","Anzahl","85","p"
"2020W15","AT126","Männer","Anzahl","46","p"
"2020W15","AT126","Frauen","Anzahl","39","p"
"2020W15","AT127","Insgesamt","Anzahl","70","p"
"2020W15","AT127","Männer","Anzahl","35","p"
"2020W15","AT127","Frauen","Anzahl","35","p"
"2020W15","AT130","Insgesamt","Anzahl","365","p"
"2020W15","AT130","Männer","Anzahl","176","p"
"2020W15","AT130","Frauen","Anzahl","189","p"
"2020W15","AT211","Insgesamt","Anzahl","58","p"
"2020W15","AT211","Männer","Anzahl","23","p"
"2020W15","AT211","Frauen","Anzahl","35","p"
"2020W15","AT212","Insgesamt","Anzahl","20","p"
"2020W15","AT212","Männer","Anzahl","12","p"
"2020W15","AT212","Frauen","Anzahl","8","p"
"2020W15","AT213","Insgesamt","Anzahl","38","p"
"2020W15","AT213","Männer","Anzahl","28","p"
"2020W15","AT213","Frauen","Anzahl","10","p"
"2020W15","AT221","Insgesamt","Anzahl","81","p"
"2020W15","AT221","Männer","Anzahl","33","p"
"2020W15","AT221","Frauen","Anzahl","48","p"
"2020W15","AT222","Insgesamt","Anzahl","23","p"
"2020W15","AT222","Männer","Anzahl","15","p"
"2020W15","AT222","Frauen","Anzahl","8","p"
"2020W15","AT223","Insgesamt","Anzahl","42","p"
"2020W15","AT223","Männer","Anzahl","19","p"
"2020W15","AT223","Frauen","Anzahl","23","p"
"2020W15","AT224","Insgesamt","Anzahl","63","p"
"2020W15","AT224","Männer","Anzahl","22","p"
"2020W15","AT224","Frauen","Anzahl","41","p"
"2020W15","AT225","Insgesamt","Anzahl","47","p"
"2020W15","AT225","Männer","Anzahl","24","p"
"2020W15","AT225","Frauen","Anzahl","23","p"
"2020W15","AT226","Insgesamt","Anzahl","26","p"
"2020W15","AT226","Männer","Anzahl","13","p"
"2020W15","AT226","Frauen","Anzahl","13","p"
"2020W15","AT311","Insgesamt","Anzahl","56","p"
"2020W15","AT311","Männer","Anzahl","22","p"
"2020W15","AT311","Frauen","Anzahl","34","p"
"2020W15","AT312","Insgesamt","Anzahl","103","p"
"2020W15","AT312","Männer","Anzahl","58","p"
"2020W15","AT312","Frauen","Anzahl","45","p"
"2020W15","AT313","Insgesamt","Anzahl","37","p"
"2020W15","AT313","Männer","Anzahl","17","p"
"2020W15","AT313","Frauen","Anzahl","20","p"
"2020W15","AT314","Insgesamt","Anzahl","20","p"
"2020W15","AT314","Männer","Anzahl","7","p"
"2020W15","AT314","Frauen","Anzahl","13","p"
"2020W15","AT315","Insgesamt","Anzahl","27","p"
"2020W15","AT315","Männer","Anzahl","16","p"
"2020W15","AT315","Frauen","Anzahl","11","p"
"2020W15","AT321","Insgesamt","Anzahl","5","p"
"2020W15","AT321","Männer","Anzahl","3","p"
"2020W15","AT321","Frauen","Anzahl","2","p"
"2020W15","AT322","Insgesamt","Anzahl","31","p"
"2020W15","AT322","Männer","Anzahl","15","p"
"2020W15","AT322","Frauen","Anzahl","16","p"
"2020W15","AT323","Insgesamt","Anzahl","74","p"
"2020W15","AT323","Männer","Anzahl","36","p"
"2020W15","AT323","Frauen","Anzahl","38","p"
"2020W15","AT331","Insgesamt","Anzahl","5","p"
"2020W15","AT331","Männer","Anzahl","0","p"
"2020W15","AT331","Frauen","Anzahl","5","p"
"2020W15","AT332","Insgesamt","Anzahl","62","p"
"2020W15","AT332","Männer","Anzahl","24","p"
"2020W15","AT332","Frauen","Anzahl","38","p"
"2020W15","AT333","Insgesamt","Anzahl","11","p"
"2020W15","AT333","Männer","Anzahl","2","p"
"2020W15","AT333","Frauen","Anzahl","9","p"
"2020W15","AT334","Insgesamt","Anzahl","23","p"
"2020W15","AT334","Männer","Anzahl","10","p"
"2020W15","AT334","Frauen","Anzahl","13","p"
"2020W15","AT335","Insgesamt","Anzahl","55","p"
"2020W15","AT335","Männer","Anzahl","28","p"
"2020W15","AT335","Frauen","Anzahl","27","p"
"2020W15","AT341","Insgesamt","Anzahl","12","p"
"2020W15","AT341","Männer","Anzahl","5","p"
"2020W15","AT341","Frauen","Anzahl","7","p"
"2020W15","AT342","Insgesamt","Anzahl","43","p"
"2020W15","AT342","Männer","Anzahl","27","p"
"2020W15","AT342","Frauen","Anzahl","16","p"
"2020W16","AT111","Insgesamt","Anzahl","14","p"
"2020W16","AT111","Männer","Anzahl","4","p"
"2020W16","AT111","Frauen","Anzahl","10","p"
"2020W16","AT112","Insgesamt","Anzahl","33","p"
"2020W16","AT112","Männer","Anzahl","16","p"
"2020W16","AT112","Frauen","Anzahl","17","p"
"2020W16","AT113","Insgesamt","Anzahl","26","p"
"2020W16","AT113","Männer","Anzahl","11","p"
"2020W16","AT113","Frauen","Anzahl","15","p"
"2020W16","AT121","Insgesamt","Anzahl","55","p"
"2020W16","AT121","Männer","Anzahl","27","p"
"2020W16","AT121","Frauen","Anzahl","28","p"
"2020W16","AT122","Insgesamt","Anzahl","59","p"
"2020W16","AT122","Männer","Anzahl","29","p"
"2020W16","AT122","Frauen","Anzahl","30","p"
"2020W16","AT123","Insgesamt","Anzahl","22","p"
"2020W16","AT123","Männer","Anzahl","13","p"
"2020W16","AT123","Frauen","Anzahl","9","p"
"2020W16","AT124","Insgesamt","Anzahl","54","p"
"2020W16","AT124","Männer","Anzahl","31","p"
"2020W16","AT124","Frauen","Anzahl","23","p"
"2020W16","AT125","Insgesamt","Anzahl","29","p"
"2020W16","AT125","Männer","Anzahl","10","p"
"2020W16","AT125","Frauen","Anzahl","19","p"
"2020W16","AT126","Insgesamt","Anzahl","57","p"
"2020W16","AT126","Männer","Anzahl","22","p"
"2020W16","AT126","Frauen","Anzahl","35","p"
"2020W16","AT127","Insgesamt","Anzahl","62","p"
"2020W16","AT127","Männer","Anzahl","30","p"
"2020W16","AT127","Frauen","Anzahl","32","p"
"2020W16","AT130","Insgesamt","Anzahl","356","p"
"2020W16","AT130","Männer","Anzahl","167","p"
"2020W16","AT130","Frauen","Anzahl","189","p"
"2020W16","AT211","Insgesamt","Anzahl","63","p"
"2020W16","AT211","Männer","Anzahl","25","p"
"2020W16","AT211","Frauen","Anzahl","38","p"
"2020W16","AT212","Insgesamt","Anzahl","30","p"
"2020W16","AT212","Männer","Anzahl","13","p"
"2020W16","AT212","Frauen","Anzahl","17","p"
"2020W16","AT213","Insgesamt","Anzahl","36","p"
"2020W16","AT213","Männer","Anzahl","11","p"
"2020W16","AT213","Frauen","Anzahl","25","p"
"2020W16","AT221","Insgesamt","Anzahl","109","p"
"2020W16","AT221","Männer","Anzahl","47","p"
"2020W16","AT221","Frauen","Anzahl","62","p"
"2020W16","AT222","Insgesamt","Anzahl","16","p"
"2020W16","AT222","Männer","Anzahl","7","p"
"2020W16","AT222","Frauen","Anzahl","9","p"
"2020W16","AT223","Insgesamt","Anzahl","41","p"
"2020W16","AT223","Männer","Anzahl","16","p"
"2020W16","AT223","Frauen","Anzahl","25","p"
"2020W16","AT224","Insgesamt","Anzahl","42","p"
"2020W16","AT224","Männer","Anzahl","21","p"
"2020W16","AT224","Frauen","Anzahl","21","p"
"2020W16","AT225","Insgesamt","Anzahl","35","p"
"2020W16","AT225","Männer","Anzahl","23","p"
"2020W16","AT225","Frauen","Anzahl","12","p"
"2020W16","AT226","Insgesamt","Anzahl","28","p"
"2020W16","AT226","Männer","Anzahl","9","p"
"2020W16","AT226","Frauen","Anzahl","19","p"
"2020W16","AT311","Insgesamt","Anzahl","43","p"
"2020W16","AT311","Männer","Anzahl","24","p"
"2020W16","AT311","Frauen","Anzahl","19","p"
"2020W16","AT312","Insgesamt","Anzahl","94","p"
"2020W16","AT312","Männer","Anzahl","44","p"
"2020W16","AT312","Frauen","Anzahl","50","p"
"2020W16","AT313","Insgesamt","Anzahl","44","p"
"2020W16","AT313","Männer","Anzahl","24","p"
"2020W16","AT313","Frauen","Anzahl","20","p"
"2020W16","AT314","Insgesamt","Anzahl","32","p"
"2020W16","AT314","Männer","Anzahl","20","p"
"2020W16","AT314","Frauen","Anzahl","12","p"
"2020W16","AT315","Insgesamt","Anzahl","32","p"
"2020W16","AT315","Männer","Anzahl","16","p"
"2020W16","AT315","Frauen","Anzahl","16","p"
"2020W16","AT321","Insgesamt","Anzahl","4","p"
"2020W16","AT321","Männer","Anzahl","3","p"
"2020W16","AT321","Frauen","Anzahl","1","p"
"2020W16","AT322","Insgesamt","Anzahl","33","p"
"2020W16","AT322","Männer","Anzahl","15","p"
"2020W16","AT322","Frauen","Anzahl","18","p"
"2020W16","AT323","Insgesamt","Anzahl","58","p"
"2020W16","AT323","Männer","Anzahl","26","p"
"2020W16","AT323","Frauen","Anzahl","32","p"
"2020W16","AT331","Insgesamt","Anzahl","4","p"
"2020W16","AT331","Männer","Anzahl","1","p"
"2020W16","AT331","Frauen","Anzahl","3","p"
"2020W16","AT332","Insgesamt","Anzahl","46","p"
"2020W16","AT332","Männer","Anzahl","24","p"
"2020W16","AT332","Frauen","Anzahl","22","p"
"2020W16","AT333","Insgesamt","Anzahl","8","p"
"2020W16","AT333","Männer","Anzahl","5","p"
"2020W16","AT333","Frauen","Anzahl","3","p"
"2020W16","AT334","Insgesamt","Anzahl","14","p"
"2020W16","AT334","Männer","Anzahl","7","p"
"2020W16","AT334","Frauen","Anzahl","7","p"
"2020W16","AT335","Insgesamt","Anzahl","50","p"
"2020W16","AT335","Männer","Anzahl","23","p"
"2020W16","AT335","Frauen","Anzahl","27","p"
"2020W16","AT341","Insgesamt","Anzahl","18","p"
"2020W16","AT341","Männer","Anzahl","8","p"
"2020W16","AT341","Frauen","Anzahl","10","p"
"2020W16","AT342","Insgesamt","Anzahl","57","p"
"2020W16","AT342","Männer","Anzahl","28","p"
"2020W16","AT342","Frauen","Anzahl","29","p"
"2020W17","AT111","Insgesamt","Anzahl","6","p"
"2020W17","AT111","Männer","Anzahl","4","p"
"2020W17","AT111","Frauen","Anzahl","2","p"
"2020W17","AT112","Insgesamt","Anzahl","35","p"
"2020W17","AT112","Männer","Anzahl","17","p"
"2020W17","AT112","Frauen","Anzahl","18","p"
"2020W17","AT113","Insgesamt","Anzahl","18","p"
"2020W17","AT113","Männer","Anzahl","13","p"
"2020W17","AT113","Frauen","Anzahl","5","p"
"2020W17","AT121","Insgesamt","Anzahl","50","p"
"2020W17","AT121","Männer","Anzahl","25","p"
"2020W17","AT121","Frauen","Anzahl","25","p"
"2020W17","AT122","Insgesamt","Anzahl","61","p"
"2020W17","AT122","Männer","Anzahl","34","p"
"2020W17","AT122","Frauen","Anzahl","27","p"
"2020W17","AT123","Insgesamt","Anzahl","23","p"
"2020W17","AT123","Männer","Anzahl","10","p"
"2020W17","AT123","Frauen","Anzahl","13","p"
"2020W17","AT124","Insgesamt","Anzahl","52","p"
"2020W17","AT124","Männer","Anzahl","27","p"
"2020W17","AT124","Frauen","Anzahl","25","p"
"2020W17","AT125","Insgesamt","Anzahl","35","p"
"2020W17","AT125","Männer","Anzahl","23","p"
"2020W17","AT125","Frauen","Anzahl","12","p"
"2020W17","AT126","Insgesamt","Anzahl","71","p"
"2020W17","AT126","Männer","Anzahl","35","p"
"2020W17","AT126","Frauen","Anzahl","36","p"
"2020W17","AT127","Insgesamt","Anzahl","62","p"
"2020W17","AT127","Männer","Anzahl","26","p"
"2020W17","AT127","Frauen","Anzahl","36","p"
"2020W17","AT130","Insgesamt","Anzahl","306","p"
"2020W17","AT130","Männer","Anzahl","155","p"
"2020W17","AT130","Frauen","Anzahl","151","p"
"2020W17","AT211","Insgesamt","Anzahl","57","p"
"2020W17","AT211","Männer","Anzahl","25","p"
"2020W17","AT211","Frauen","Anzahl","32","p"
"2020W17","AT212","Insgesamt","Anzahl","30","p"
"2020W17","AT212","Männer","Anzahl","16","p"
"2020W17","AT212","Frauen","Anzahl","14","p"
"2020W17","AT213","Insgesamt","Anzahl","33","p"
"2020W17","AT213","Männer","Anzahl","13","p"
"2020W17","AT213","Frauen","Anzahl","20","p"
"2020W17","AT221","Insgesamt","Anzahl","82","p"
"2020W17","AT221","Männer","Anzahl","39","p"
"2020W17","AT221","Frauen","Anzahl","43","p"
"2020W17","AT222","Insgesamt","Anzahl","13","p"
"2020W17","AT222","Männer","Anzahl","6","p"
"2020W17","AT222","Frauen","Anzahl","7","p"
"2020W17","AT223","Insgesamt","Anzahl","38","p"
"2020W17","AT223","Männer","Anzahl","17","p"
"2020W17","AT223","Frauen","Anzahl","21","p"
"2020W17","AT224","Insgesamt","Anzahl","49","p"
"2020W17","AT224","Männer","Anzahl","22","p"
"2020W17","AT224","Frauen","Anzahl","27","p"
"2020W17","AT225","Insgesamt","Anzahl","38","p"
"2020W17","AT225","Männer","Anzahl","20","p"
"2020W17","AT225","Frauen","Anzahl","18","p"
"2020W17","AT226","Insgesamt","Anzahl","27","p"
"2020W17","AT226","Männer","Anzahl","16","p"
"2020W17","AT226","Frauen","Anzahl","11","p"
"2020W17","AT311","Insgesamt","Anzahl","42","p"
"2020W17","AT311","Männer","Anzahl","18","p"
"2020W17","AT311","Frauen","Anzahl","24","p"
"2020W17","AT312","Insgesamt","Anzahl","97","p"
"2020W17","AT312","Männer","Anzahl","44","p"
"2020W17","AT312","Frauen","Anzahl","53","p"
"2020W17","AT313","Insgesamt","Anzahl","40","p"
"2020W17","AT313","Männer","Anzahl","27","p"
"2020W17","AT313","Frauen","Anzahl","13","p"
"2020W17","AT314","Insgesamt","Anzahl","34","p"
"2020W17","AT314","Männer","Anzahl","14","p"
"2020W17","AT314","Frauen","Anzahl","20","p"
"2020W17","AT315","Insgesamt","Anzahl","35","p"
"2020W17","AT315","Männer","Anzahl","14","p"
